gFx,gFy,gFz
0.0615,-0.9533,-0.1067
0.0438,-0.9426,-0.1077
0.0546,-0.9475,-0.0984
0.0541,-0.9514,-0.0964
0.0482,-0.9504,-0.1008
0.0453,-0.9524,-0.1082
0.0516,-0.9485,-0.1043
0.0477,-0.9509,-0.0862
0.0443,-0.9504,-0.0896
0.0521,-0.9548,-0.1067
0.0532,-0.9538,-0.1096
0.0526,-0.9509,-0.1038
0.0482,-0.9529,-0.0896
0.0477,-0.9533,-0.0935
0.0458,-0.9524,-0.0994
0.0576,-0.9465,-0.0999
0.0497,-0.9509,-0.0911
0.0438,-0.9514,-0.1028
0.0404,-0.9524,-0.1082
0.0463,-0.9563,-0.0955
0.0477,-0.9475,-0.0969
0.0433,-0.9446,-0.1008
0.0424,-0.9489,-0.0964
0.0433,-0.9577,-0.0852
0.0409,-0.9524,-0.0877
0.0443,-0.9489,-0.1033
0.0399,-0.9548,-0.1008
0.0409,-0.9524,-0.0969
0.0487,-0.9499,-0.0979
0.0581,-0.9548,-0.0891
0.0546,-0.9529,-0.0813
0.0487,-0.9538,-0.093
0.0487,-0.948,-0.1067
0.0497,-0.9504,-0.1018
0.0502,-0.9524,-0.0847
0.0512,-0.9494,-0.0833
0.0532,-0.9543,-0.0984
0.0546,-0.9533,-0.1057
0.0537,-0.9533,-0.0945
0.0458,-0.9489,-0.0862
0.0468,-0.9446,-0.0881
0.0516,-0.948,-0.0945
0.0546,-0.947,-0.0945
0.0532,-0.9514,-0.0979
0.0546,-0.9538,-0.0974
0.0585,-0.9509,-0.0979
0.0649,-0.9504,-0.1033
0.059,-0.9553,-0.0999
0.0585,-0.9509,-0.0911
0.0537,-0.9455,-0.0955
0.0502,-0.9558,-0.0925
0.0502,-0.9587,-0.1018
0.0497,-0.9509,-0.1155
0.0507,-0.9499,-0.1047
0.0551,-0.9543,-0.0862
0.0463,-0.9489,-0.0877
0.0497,-0.9504,-0.0901
0.0526,-0.9533,-0.1018
0.0507,-0.9533,-0.1043
0.0537,-0.9475,-0.1052
0.0581,-0.9509,-0.0877
0.0556,-0.9577,-0.0857
0.0537,-0.9489,-0.0945
0.0581,-0.9446,-0.1043
0.061,-0.9533,-0.0867
0.0512,-0.9529,-0.0911
0.0429,-0.9529,-0.1028
0.0502,-0.9553,-0.095
0.0516,-0.948,-0.0935
0.0526,-0.9504,-0.0818
0.0556,-0.9543,-0.096
0.0546,-0.9553,-0.1101
0.0556,-0.9548,-0.1067
0.061,-0.9553,-0.096
0.0585,-0.9465,-0.0896
0.0546,-0.947,-0.0842
0.0516,-0.9519,-0.0935
0.0472,-0.9446,-0.1028
0.0492,-0.9494,-0.1033
0.0492,-0.9524,-0.1067
0.0546,-0.9494,-0.094
0.0551,-0.9504,-0.0872
0.0477,-0.9514,-0.0925
0.0521,-0.946,-0.1052
0.0477,-0.9489,-0.1096
0.0497,-0.9543,-0.0999
0.0537,-0.9509,-0.0886
0.061,-0.9514,-0.1004
0.0571,-0.9524,-0.1082
0.0492,-0.9475,-0.1096
0.0532,-0.9509,-0.1052
0.0546,-0.9524,-0.1043
0.0571,-0.9548,-0.1008
0.0585,-0.9494,-0.094
0.0585,-0.9504,-0.0984
0.0556,-0.9538,-0.0994
0.0492,-0.9489,-0.0945
0.0438,-0.9485,-0.0945
0.0404,-0.9533,-0.1008
0.0468,-0.9485,-0.1067
0.0482,-0.948,-0.1033
0.0458,-0.9543,-0.0901
0.0424,-0.9538,-0.095
0.0492,-0.9485,-0.1033
0.0541,-0.9587,-0.1018
0.0537,-0.9553,-0.096
0.0537,-0.947,-0.1023
0.0546,-0.9504,-0.0969
0.0561,-0.9494,-0.0984
0.0576,-0.9533,-0.1013
0.0526,-0.9489,-0.113
0.0537,-0.9455,-0.0979
0.0566,-0.9446,-0.0969
0.0532,-0.9543,-0.0881
0.0566,-0.9514,-0.0935
0.06,-0.9406,-0.1165
0.0585,-0.9558,-0.1111
0.0541,-0.9543,-0.0994
0.0537,-0.9455,-0.0921
0.0561,-0.9465,-0.096
0.0532,-0.9499,-0.1087
0.0458,-0.9504,-0.1174
0.0458,-0.9485,-0.1155
0.0551,-0.9533,-0.1013
0.0502,-0.9553,-0.093
0.0556,-0.9553,-0.0969
0.0512,-0.9465,-0.0999
0.0546,-0.9499,-0.0901
0.0521,-0.9519,-0.0964
0.0492,-0.9514,-0.1072
0.0546,-0.9533,-0.1082
0.0581,-0.9509,-0.1047
0.0556,-0.9519,-0.0921
0.0526,-0.9504,-0.0925
0.0458,-0.9489,-0.0906
0.0458,-0.9509,-0.0969
0.0546,-0.948,-0.1052
0.0512,-0.9509,-0.0994
0.0492,-0.9577,-0.0886
0.0477,-0.946,-0.0911
0.0482,-0.9538,-0.0881
0.0404,-0.9602,-0.1013
0.0468,-0.9577,-0.0916
0.0458,-0.9538,-0.0837
0.0477,-0.9441,-0.0994
0.0566,-0.9494,-0.1038
0.0605,-0.9533,-0.0881
0.0546,-0.9504,-0.0916
0.0497,-0.9509,-0.0955
0.06,-0.9533,-0.0906
0.0537,-0.9529,-0.0921
0.0482,-0.9543,-0.0925
0.0443,-0.9563,-0.0964
0.0482,-0.9553,-0.0974
0.0526,-0.9509,-0.095
0.0448,-0.9529,-0.1018
0.0385,-0.9558,-0.1013
0.036,-0.9514,-0.0901
0.037,-0.9538,-0.0881
0.0375,-0.9519,-0.0935
0.038,-0.9519,-0.094
0.0419,-0.9538,-0.0964
0.0409,-0.9519,-0.093
0.0429,-0.9504,-0.0964
0.0433,-0.9509,-0.1106
0.0443,-0.9592,-0.1052
0.0424,-0.9558,-0.1008
0.038,-0.9548,-0.0818
0.0316,-0.9519,-0.093
0.0345,-0.9514,-0.0901
0.0399,-0.9529,-0.0969
0.0443,-0.9509,-0.0955
0.0458,-0.9529,-0.095
0.0409,-0.9509,-0.0969
0.0433,-0.9489,-0.0994
0.038,-0.947,-0.0999
0.0409,-0.9558,-0.1047
0.0385,-0.9533,-0.095
0.0438,-0.9533,-0.0784
0.0394,-0.9602,-0.0906
0.0424,-0.9563,-0.096
0.035,-0.9533,-0.093
0.0394,-0.9533,-0.0925
0.0399,-0.9489,-0.0964
0.0438,-0.947,-0.0964
0.0477,-0.9519,-0.095
0.0521,-0.9602,-0.0891
0.0482,-0.9509,-0.0979
0.0472,-0.9436,-0.096
0.0541,-0.9529,-0.0833
0.0526,-0.9519,-0.0925
0.0443,-0.9538,-0.095
0.0375,-0.9563,-0.0974
0.0414,-0.9524,-0.0911
0.0492,-0.9494,-0.0969
0.0502,-0.9489,-0.0974
0.0512,-0.9538,-0.093
0.0512,-0.9577,-0.0847
0.0443,-0.9553,-0.0842
0.0502,-0.9538,-0.0872
0.0482,-0.9577,-0.1018
0.0458,-0.9514,-0.0945
0.0497,-0.948,-0.0906
0.0546,-0.9504,-0.0867
0.0516,-0.9577,-0.093
0.0472,-0.9504,-0.0984
0.0477,-0.9475,-0.0945
0.0487,-0.9499,-0.0935
0.0487,-0.9577,-0.0872
0.0453,-0.9416,-0.093
0.0429,-0.9519,-0.0813
0.0634,-0.966,-0.0803
0.0585,-0.9563,-0.0852
0.0385,-0.9553,-0.0877
0.036,-0.9543,-0.0955
0.0414,-0.9538,-0.1033
0.0566,-0.9514,-0.1145
0.061,-0.9538,-0.1087
0.0571,-0.9543,-0.0921
0.0595,-0.9485,-0.0891
0.0571,-0.9441,-0.0847
0.0581,-0.9514,-0.0955
0.0492,-0.9543,-0.1072
0.0453,-0.9455,-0.1101
0.0453,-0.9529,-0.0906
0.0394,-0.9504,-0.0916
0.0414,-0.9524,-0.1087
0.0414,-0.9543,-0.113
0.0429,-0.9485,-0.1047
0.0409,-0.9519,-0.0921
0.0375,-0.9592,-0.0911
0.0336,-0.9597,-0.1013
0.0438,-0.9489,-0.1038
0.0512,-0.9558,-0.0974
0.0507,-0.9568,-0.0896
0.0472,-0.9485,-0.0837
0.0492,-0.9489,-0.0867
0.0537,-0.9558,-0.1008
0.0502,-0.9519,-0.1072
0.0537,-0.9524,-0.1013
0.061,-0.9548,-0.0891
0.0556,-0.9529,-0.0925
0.0492,-0.9475,-0.0837
0.0472,-0.9504,-0.0886
0.0477,-0.9568,-0.0979
0.0482,-0.9494,-0.1087
0.0492,-0.9529,-0.1004
0.0541,-0.9573,-0.0979
0.0566,-0.9499,-0.0955
0.0581,-0.9494,-0.0842
0.0532,-0.9504,-0.0984
0.0526,-0.9543,-0.1062
0.0551,-0.9529,-0.0994
0.0526,-0.948,-0.0925
0.0502,-0.9524,-0.094
0.0433,-0.9529,-0.1047
0.0419,-0.947,-0.1106
0.0429,-0.9543,-0.0955
0.0492,-0.9533,-0.0872
0.0497,-0.9514,-0.0896
0.0497,-0.9548,-0.0994
0.0492,-0.9514,-0.1013
0.0507,-0.9465,-0.0935
0.0507,-0.9543,-0.0955
0.0502,-0.9548,-0.096
0.0472,-0.9489,-0.0999
0.0458,-0.9499,-0.0969
0.0482,-0.9514,-0.1018
0.0458,-0.9577,-0.1008
0.0492,-0.9548,-0.1018
0.0537,-0.9524,-0.1033
0.0585,-0.9553,-0.096
0.0571,-0.9597,-0.0803
0.0556,-0.9514,-0.0803
0.0537,-0.9519,-0.0896
0.0507,-0.9543,-0.0984
0.0487,-0.9485,-0.093
0.0424,-0.9509,-0.0837
0.0448,-0.9587,-0.0896
0.0468,-0.9533,-0.0921
0.0453,-0.9514,-0.1052
0.0389,-0.9504,-0.1008
0.0472,-0.9489,-0.0945
0.0472,-0.9543,-0.0862
0.0561,-0.9514,-0.0925
0.0615,-0.9558,-0.0906
0.0532,-0.9563,-0.0935
0.0477,-0.9529,-0.0857
0.0526,-0.9519,-0.0964
0.0546,-0.9524,-0.1062
0.0453,-0.9582,-0.0999
0.0458,-0.9533,-0.0862
0.0487,-0.9514,-0.0916
0.0507,-0.9499,-0.0974
0.0502,-0.9485,-0.0984
0.0512,-0.9504,-0.096
0.0521,-0.9485,-0.0921
0.0585,-0.9529,-0.095
0.0615,-0.9509,-0.094
0.0585,-0.9538,-0.0881
0.0537,-0.9577,-0.0906
0.0438,-0.9529,-0.0955
0.0507,-0.9529,-0.1008
0.0521,-0.9514,-0.1013
0.0521,-0.9504,-0.0979
0.0492,-0.947,-0.0999
0.0487,-0.9514,-0.0979
0.0541,-0.9485,-0.1008
0.0482,-0.9533,-0.0994
0.0537,-0.9504,-0.0916
0.0546,-0.9612,-0.1018
0.0468,-0.9587,-0.0852
0.0399,-0.947,-0.0803
0.0463,-0.946,-0.0833
0.0492,-0.9514,-0.096
0.0482,-0.9553,-0.1091
0.0571,-0.9499,-0.1052
0.0605,-0.9519,-0.1018
0.0629,-0.9509,-0.0945
0.0605,-0.9563,-0.094
0.0541,-0.9524,-0.0935
0.0537,-0.9529,-0.093
0.0477,-0.9543,-0.0955
0.0443,-0.9519,-0.0974
